8316,7373.0,3.66
9436,3660.0,2.73
8424,13315.0,2.92
8306,1308.0,3.13
4502,4381.0,4.29
9986,2500.0,4.00
7995,4335.0,3.46
8898,1147.0,3.92
7751,3770.0,3.71
8591,2844.0,3.30
8053,3384.0,3.69
8425,5310.0,3.23
8566,5070.0,2.95
9433,5070.0,2.76
2169,1704.0,3.87
4762,1130.0,2.65
7820,938.0,3.83
